state_alpha,commodity_desc,year,Unnamed: 0,watershed_desc,begin_code,state_ansi,county_ansi,county_name,county_code,watershed_code,end_code,state_fips_code,asd_code,asd_desc,zip_5,country_code,week_ending,value,region_desc,congr_district_code
CO,BEANS,2002,11660.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,21.7,,
CO,BEANS,2007,13049.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,7.9,,
CO,BEANS,2012,47355.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,12.8,,
CO,BEANS,2017,78567.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,22.5,,
CO,BEANS,2018,78600.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,29.0,,
CO,CORN,2002,11794.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,22.85,,
CO,CORN,2007,13187.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,40.0,,
CO,CORN,2012,48415.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,28.200000000000003,,
CO,CORN,2017,79756.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,52.900000000000006,,
CO,CORN,2018,79680.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,111.5,,
CO,HAY,2002,12178.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,1.15,,
CO,HAY,2007,13557.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,1.85,,
CO,HAY,2012,49694.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,1.15,,
CO,HAY,2017,80963.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,1.7999999999999998,,
CO,HAY & HAYLAGE,2018,81249.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,3.3,,
CO,HAYLAGE,2002,12422.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,4.15,,
CO,HAYLAGE,2007,13823.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,4.55,,
CO,HAYLAGE,2012,50514.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,4.6,,
CO,HAYLAGE,2017,81858.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,5.449999999999999,,
CO,LETTUCE,2018,94927.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,348.0,,
CO,OATS,2002,12553.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,41.5,,
CO,OATS,2007,13978.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,77.7,,
CO,OATS,2012,50934.5,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,58.699999999999996,,
CO,OATS,2017,82340.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,84.0,,
CO,POTATOES,2002,13596.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,385.3,,
CO,POTATOES,2018,95695.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,479.0,,
CO,SORGHUM,2002,12672.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,30.0,,
CO,SORGHUM,2007,14106.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,46.8,,
CO,SORGHUM,2012,51400.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,37.1,,
CO,SORGHUM,2017,83019.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,48.8,,
CO,SORGHUM,2018,82995.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,84.0,,
CO,SOYBEANS,2002,12690.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,,,
CO,SOYBEANS,2007,14130.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,53.8,,
CO,SOYBEANS,2012,51682.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,46.5,,
CO,SOYBEANS,2017,83458.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,45.1,,
CO,SOYBEANS,2018,83452.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,51.0,,
CO,SUGARBEETS,2002,12754.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,20.3,,
CO,SUGARBEETS,2007,14184.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,26.2,,
CO,SUGARBEETS,2012,51897.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,30.7,,
CO,SUGARBEETS,2017,83674.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,33.6,,
CO,SWEET CORN,2018,96003.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,250.0,,
CO,TOMATOES,2018,96250.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,181.0,,
CO,WHEAT,2002,13018.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,33.55,,
CO,WHEAT,2007,14455.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,55.8,,
CO,WHEAT,2012,52950.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,37.45,,
CO,WHEAT,2017,84787.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,62.2,,
CO,WHEAT,2018,84713.0,,0.0,8.0,,,,0.0,0.0,8.0,,,,9000.0,,74.0,,
CT,BARLEY,2017,97154.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,14.5,,
CT,BEANS,2002,13799.5,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,BEANS,2007,15631.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,30.0,,
CT,BEANS,2012,57013.5,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,CORN,2002,13867.5,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,CORN,2007,15693.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,20.950000000000003,,
CT,CORN,2012,57763.5,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,71.2,,
CT,CORN,2017,97828.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,HAY,2002,14037.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,2.0,,
CT,HAY,2007,15850.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,2.05,,
CT,HAY,2012,58681.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,1.8,,
CT,HAY,2017,98486.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,1.9,,
CT,HAYLAGE,2002,14132.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,6.1,,
CT,HAYLAGE,2007,15929.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,5.85,,
CT,HAYLAGE,2012,59146.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,5.85,,
CT,HAYLAGE,2017,99158.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,2.75,,
CT,LETTUCE,2018,109658.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,415.0,,
CT,OATS,2002,14189.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,OATS,2007,15971.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,OATS,2012,59369.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,45.1,,
CT,OATS,2017,99372.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,POTATOES,2002,14641.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,POTATOES,2018,110122.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,246.0,,
CT,SOYBEANS,2002,14206.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,SOYBEANS,2007,16001.5,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,SOYBEANS,2012,59579.5,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,SOYBEANS,2017,99582.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,49.7,,
CT,SWEET CORN,2018,110384.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,61.0,,
CT,TOBACCO,2002,14242.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,TOBACCO,2007,16036.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,TOBACCO,2012,59987.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,TOBACCO,2017,99872.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,TOMATOES,2018,110651.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,348.0,,
CT,WHEAT,2002,14261.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,WHEAT,2007,16059.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
CT,WHEAT,2012,60160.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,58.2,,
CT,WHEAT,2017,99982.0,,0.0,9.0,,,,0.0,0.0,9.0,,,,9000.0,,,,
DE,BARLEY,2002,14840.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,77.8,,
DE,BARLEY,2007,16924.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,79.3,,
DE,BARLEY,2012,63979.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,84.9,,
DE,BARLEY,2017,111670.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,78.7,,
DE,BEANS,2002,14856.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,CORN,2002,14978.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,78.7,,
DE,CORN,2007,17042.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,41.050000000000004,,
DE,CORN,2012,64788.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,63.85,,
DE,CORN,2017,112470.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,92.4,,
DE,CORN,2018,112435.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,96.0,,
DE,HAY,2002,15153.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,2.1,,
DE,HAY,2007,17214.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,2.75,,
DE,HAY,2012,65473.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,2.7,,
DE,HAY,2017,113203.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,3.6,,
DE,HAY & HAYLAGE,2018,113361.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,6.0,,
DE,HAYLAGE,2002,15236.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,8.95,,
DE,HAYLAGE,2007,17299.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,HAYLAGE,2012,66067.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,3.3,,
DE,HAYLAGE,2017,113765.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,4.4,,
DE,OATS,2002,15260.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,67.0,,
DE,OATS,2007,17326.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,OATS,2012,66160.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,76.9,,
DE,OATS,2017,113821.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,POTATOES,2002,15770.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,POTATOES,2018,120203.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,SORGHUM,2002,15280.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,SORGHUM,2007,17351.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,,,
DE,SORGHUM,2012,66317.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,76.6,,
DE,SORGHUM,2017,113961.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,68.6,,
DE,SOYBEANS,2002,15346.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,26.6,,
DE,SOYBEANS,2007,17422.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,29.2,,
DE,SOYBEANS,2012,66841.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,42.6,,
DE,SOYBEANS,2017,114538.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,53.2,,
DE,SOYBEANS,2018,114532.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,50.0,,
DE,SWEET CORN,2018,120412.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,188.0,,
DE,TOMATOES,2018,120586.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,605.0,,
DE,WHEAT,2002,15444.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,68.9,,
DE,WHEAT,2007,17518.5,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,68.3,,
DE,WHEAT,2012,67361.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,75.8,,
DE,WHEAT,2017,115050.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,80.4,,
DE,WHEAT,2018,115018.0,,0.0,10.0,,,,0.0,0.0,10.0,,,,9000.0,,78.0,,
FL,BEANS,2012,70069.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,27.049999999999997,,
FL,BEANS,2018,121302.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,10.0,,
FL,CORN,2002,16104.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,42.9,,
FL,CORN,2007,18392.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,17.700000000000003,,
FL,CORN,2012,71019.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,58.0,,
FL,CORN,2017,122187.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,81.45,,
FL,CORN,2018,122133.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,104.0,,
FL,COTTON,2002,16210.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,0.9,,
FL,COTTON,2007,18499.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,1.3,,
FL,COTTON,2012,71517.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,1.9,,
FL,COTTON,2017,122678.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,1.5,,
FL,COTTON,2018,122643.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,HAY,2002,16528.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,2.3,,
FL,HAY,2007,18811.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,3.0,,
FL,HAY,2012,72640.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,2.05,,
FL,HAY,2017,123733.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,2.8,,
FL,HAY & HAYLAGE,2018,123926.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,3.8,,
FL,HAYLAGE,2002,16693.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,6.8,,
FL,HAYLAGE,2007,18973.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,7.0,,
FL,HAYLAGE,2012,73352.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,8.5,,
FL,HAYLAGE,2017,124439.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,8.85,,
FL,LETTUCE,2018,137981.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,800.0,,
FL,OATS,2002,16727.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,43.099999999999994,,
FL,OATS,2007,19011.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,43.5,,
FL,OATS,2012,73604.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,41.5,,
FL,OATS,2017,124715.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,56.4,,
FL,PEANUTS,2002,16783.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,PEANUTS,2007,19070.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,PEANUTS,2012,74008.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,PEANUTS,2017,125150.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,PEANUTS,2018,125144.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,POTATOES,2002,18307.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,POTATOES,2018,138620.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,245.0,,
FL,RICE,2002,16807.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,51.2,,
FL,RICE,2007,19097.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,85.7,,
FL,RICE,2012,74189.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,RICE,2017,125304.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,58.3,,
FL,RICE,2018,125301.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,SORGHUM,2002,16832.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,SORGHUM,2007,19126.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,SORGHUM,2012,74517.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,44.3,,
FL,SORGHUM,2017,125545.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,SOYBEANS,2002,16852.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,29.9,,
FL,SOYBEANS,2007,19151.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,24.2,,
FL,SOYBEANS,2012,74969.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,31.7,,
FL,SOYBEANS,2017,125989.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,32.2,,
FL,SOYBEANS,2018,125983.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,46.0,,
FL,SUGARCANE,2002,16911.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,32.75,,
FL,SUGARCANE,2007,19173.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,37.3,,
FL,SUGARCANE,2012,75177.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,39.7,,
FL,SUGARCANE,2017,126210.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,40.8,,
FL,SWEET CORN,2018,138896.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,347.0,,
FL,TOBACCO,2002,16988.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,TOBACCO,2007,19220.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,TOBACCO,2012,75521.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,TOBACCO,2017,126489.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,TOMATOES,2018,139174.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,566.0,,
FL,WHEAT,2002,17028.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,34.6,,
FL,WHEAT,2007,19251.5,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,,,
FL,WHEAT,2012,75839.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,46.75,,
FL,WHEAT,2017,126723.0,,0.0,12.0,,,,0.0,0.0,12.0,,,,9000.0,,35.7,,
GA,BARLEY,2002,18621.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,BARLEY,2007,21305.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,56.5,,
GA,BARLEY,2012,81239.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,58.6,,
GA,BARLEY,2017,140125.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,39.6,,
GA,CORN,2002,18737.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,48.6,,
GA,CORN,2007,21428.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,56.2,,
GA,CORN,2012,82265.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,78.2,,
GA,CORN,2017,141170.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,84.89999999999999,,
GA,CORN,2018,141114.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,116.5,,
GA,COTTON,2002,18864.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,1.3,,
GA,COTTON,2007,21560.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,1.7,,
GA,COTTON,2012,82920.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,2.2,,
GA,COTTON,2017,141852.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,1.8,,
GA,COTTON,2018,141809.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,787.0,,
GA,HAY,2002,19165.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,2.3,,
GA,HAY,2007,21866.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,2.1500000000000004,,
GA,HAY,2012,84065.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,2.5,,
GA,HAY,2017,142891.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,3.15,,
GA,HAY & HAYLAGE,2018,143097.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,6.95,,
GA,HAYLAGE,2002,19308.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,7.3,,
GA,HAYLAGE,2007,22008.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,6.6499999999999995,,
GA,HAYLAGE,2012,84768.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,6.3,,
GA,HAYLAGE,2017,143619.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,7.9,,
GA,LETTUCE,2018,156616.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,100.0,,
GA,OATS,2002,19389.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,62.9,,
GA,OATS,2007,22080.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,52.2,,
GA,OATS,2012,85164.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,47.6,,
GA,OATS,2017,144039.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,48.4,,
GA,PEANUTS,2002,19446.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,PEANUTS,2007,22139.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,PEANUTS,2012,85582.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,PEANUTS,2017,144514.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,PEANUTS,2018,144508.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,POTATOES,2002,20706.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,44.9,,
GA,POTATOES,2018,157325.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,200.0,,
GA,SORGHUM,2002,19584.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,40.4,,
GA,SORGHUM,2007,22298.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,51.2,,
GA,SORGHUM,2012,86209.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,49.8,,
GA,SORGHUM,2017,145056.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,49.3,,
GA,SORGHUM,2018,145040.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,99.0,,
GA,SOYBEANS,2002,19649.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,24.8,,
GA,SOYBEANS,2007,22360.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,32.6,,
GA,SOYBEANS,2012,86799.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,39.8,,
GA,SOYBEANS,2017,145676.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,41.6,,
GA,SOYBEANS,2018,145670.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,40.0,,
GA,SWEET CORN,2018,157656.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,232.0,,
GA,TOBACCO,2002,19753.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,TOBACCO,2007,22464.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,TOBACCO,2012,87339.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,TOBACCO,2017,146235.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,,,
GA,TOMATOES,2018,157995.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,198.0,,
GA,WHEAT,2002,19851.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,49.1,,
GA,WHEAT,2007,22552.5,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,45.8,,
GA,WHEAT,2012,87959.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,52.5,,
GA,WHEAT,2017,146823.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,48.8,,
GA,WHEAT,2018,146788.0,,0.0,13.0,,,,0.0,0.0,13.0,,,,9000.0,,68.0,,
HI,BEANS,2017,158880.0,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,18.0,,
HI,CORN,2002,21024.5,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,46.4,,
HI,CORN,2007,24129.0,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,40.1,,
HI,CORN,2012,93157.5,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,70.6,,
HI,CORN,2017,159139.5,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,105.9,,
HI,CORN,2018,159132.0,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,59.0,,
HI,HAY,2002,21071.0,,0.0,15.0,,,,0.0,0.0,15.0,,,,9000.0,,,,
